username,timestamp_text,comment_text,cleaned_tokens,cleaned_text
@takeshiC1,1 month ago,Repeating a name to enforce memory really works - also makes you feel more confident speaking to them because you aren't worrying that you forgot it,repeating|name|enforce|memory|really|work|also|make|feel|confident|speaking|arent|worrying|forgot,repeating name enforce memory really work also make feel confident speaking arent worrying forgot
@04hoangngocanh30,1 month ago,Vẫn cảm thấy thậy kỳ diệu làm sao,thy|thy|diu|sao,thy thy diu sao
@Mark-i3t7l,1 month ago,WOW MY MINDS BLOWN TO PICK A NAME FROM SOMEBODY'S THOUGHTS THAT YOU DO NOT KNOW IS AMAZING 😊,wow|mind|blown|pick|name|somebody|thought|know|amazing,wow mind blown pick name somebody thought know amazing
@bearsharkp3901,1 month ago,OBAMA!!,obama,obama
@jimdukeproject,1 month ago,No way haha,way|haha,way haha
@JohnDoe-l9w,1 month ago,1:27 the fat electrician or Mr.ballen😅,fat|electrician|mrballen,fat electrician mrballen
@sj8670,1 month ago,Don’t read minds or rooms .. it’s very annoying .. be ignorant and enjoy,dont|read|mind|room|annoying|ignorant|enjoy,dont read mind room annoying ignorant enjoy
@bendarbyjones172,1 month ago,Fake as,fake,fake
@mariaantoniettamontella9173,1 month ago,applausi,applausi,applausi
@shahinshashajahan,1 month ago,Hacker!!! He a hacker!!!!,hacker|hacker,hacker hacker
@mariofufi5664,1 month ago,My first fucking thought was Barack Obama 🤣,first|fucking|thought|barack|obama,first fucking thought barack obama
@CowSaysMooMoo,1 month ago,what bullshit,bullshit,bullshit
@misturanderson,1 month ago,You just have to present and intentional during the introduction.,present|intentional|introduction,present intentional introduction
@Marbforest,1 month ago,Never had a video that 100% entertained me,never|video|entertained,never video entertained
@Frosty294492,1 month ago,The skeptic in me assures me that it was 3 plants......,skeptic|assures|plant,skeptic assures plant
@Laochraiceann,1 month ago,Suspicious as can be.,suspicious,suspicious
@Go-I-CHI,1 month ago,Why am I watching a staged magic show?,watching|staged|magic|show,watching staged magic show
@Apo7even,1 month ago,Is this AI?,,
@jimhobbs3792,1 month ago,"Bullshit, unless, at the end he admits its not even body language,  its magic tricks you can learn in a day or two.",bullshit|unless|end|admits|even|body|language|magic|trick|learn|day|two,bullshit unless end admits even body language magic trick learn day two
@Mojoboogie-z8v,1 month ago,"The Art of Reading Minds and wanted to share three practical takeaways: observe nonverbal cues, ask targeted open questions, and test assumptions quickly.",art|reading|mind|wanted|share|three|practical|takeaway|observe|nonverbal|cue|ask|targeted|open|question|test|assumption|quickly,art reading mind wanted share three practical takeaway observe nonverbal cue ask targeted open question test assumption quickly
@evraya1,1 month ago,Phh,phh,phh
@skynetonrise624,1 month ago,Where's the 'How to part?',wheres|part,wheres part
@ionbeam14,1 month ago,"He (Oz Pearlman) uses nothing but trickery to do what he does. He uses gimmicks and gadgets to do most of his tricks. He uses pre-performance interviews, special notebooks/paper and electronic gadgetry to complete his tricks. Everything else is just bullshit & noise. He absolutely does not use any type of mental abilities or cues from his participants.",pearlman|us|nothing|trickery|us|gimmick|gadget|trick|us|preperformance|interview|special|notebookspaper|electronic|gadgetry|complete|trick|everything|else|bullshit|noise|absolutely|use|type|mental|ability|cue|participant,pearlman us nothing trickery us gimmick gadget trick us preperformance interview special notebookspaper electronic gadgetry complete trick everything else bullshit noise absolutely use type mental ability cue participant
@iamSOLANAA,1 month ago,"Great talk! I think the TED community could really benefit from recognizing that mentalism is its own art form. It’s much more organic than traditional magic and not just about tricks or card skills. Mentalism works on psychology, connection, and intuition — totally different world!",great|talk|think|ted|community|could|really|benefit|recognizing|mentalism|art|form|much|organic|traditional|magic|trick|card|skill|mentalism|work|psychology|connection|intuition|totally|different|world,great talk think ted community could really benefit recognizing mentalism art form much organic traditional magic trick card skill mentalism work psychology connection intuition totally different world
@iamSOLANAA,1 month ago,"Loved this! Just a reminder for the TED crowd: mentalism isn’t the same as card magic. It’s more natural, more psychological, and not based on flashy tricks. It’s a unique craft that deserves appreciation on its own terms.",loved|reminder|ted|crowd|mentalism|isnt|card|magic|natural|psychological|based|flashy|trick|unique|craft|deserves|appreciation|term,loved reminder ted crowd mentalism isnt card magic natural psychological based flashy trick unique craft deserves appreciation term
@iamSOLANAA,1 month ago,"Awesome talk! I hope the TED community starts to see that mentalism is something truly organic — not just ‘tricks’ like traditional magic. Mentalism is built on understanding people, not props, and it’s a completely different art form!",awesome|talk|hope|ted|community|start|see|mentalism|something|truly|organic|trick|like|traditional|magic|mentalism|built|understanding|people|prop|completely|different|art|form,awesome talk hope ted community start see mentalism something truly organic trick like traditional magic mentalism built understanding people prop completely different art form
@iamSOLANAA,1 month ago,Great TED talk! Mentalism deserves to be seen as its own natural art form — very different from card tricks and stage magic. It’s all about the mind!,great|ted|talk|mentalism|deserves|seen|natural|art|form|different|card|trick|stage|magic|mind,great ted talk mentalism deserves seen natural art form different card trick stage magic mind
@lasithasooriyabandara3257,1 month ago,Wow! simply unbeliverble,wow|simply|unbeliverble,wow simply unbeliverble
@pradeepshettar6291,1 month ago,"I haven't seen any of Oz's videos/performance before. However, I feel he's connected to someone or something that gathers someone's social media information for him and shares it with him on the go! 😅",havent|seen|ozs|videosperformance|however|feel|he|connected|someone|something|gather|someone|social|medium|information|share,havent seen ozs videosperformance however feel he connected someone something gather someone social medium information share
@TheAsdfrid,1 month ago,Never expected a cheap magic show from ted.,never|expected|cheap|magic|show|ted,never expected cheap magic show ted
@RogueReasercher,1 month ago,lol didn’t reach anything,lol|didnt|reach|anything,lol didnt reach anything
@RogueReasercher,1 month ago,I don’t know why but it feels like he’s hiding something,dont|know|feel|like|he|hiding|something,dont know feel like he hiding something
@TienTruong-n3e,1 month ago,Bullshit,bullshit,bullshit
@vincenttapia4253,1 month ago,Me sitting here thinking of Obama,sitting|thinking|obama,sitting thinking obama
@dpacc88,1 month ago,Or...hear me out...this was set up 🤔,orhear|outthis|set,orhear outthis set
@alluallu7248,1 month ago,Mostly managed. Just clever conversation that can distract people not to believe that it is managed.,mostly|managed|clever|conversation|distract|people|believe|managed,mostly managed clever conversation distract people believe managed
@rocky2209,1 month ago,Definitely Donald Trump,definitely|donald|trump,definitely donald trump
@mmuller794,1 month ago,That’s a demon,thats|demon,thats demon
@______13,1 month ago,🤡,,
@kSo_music,1 month ago,TED is a joke.,ted|joke,ted joke
@teejaytunjo_music,1 month ago,Lolz 😂 how is this not magic 😭😭😭,lolz|magic,lolz magic
@Vallyval0224,1 month ago,I guessed Barack Obama!!,guessed|barack|obama,guessed barack obama
@toulaishsharma9255,1 month ago,Incredible!!! ❤❤❤🎉🎉🎉,incredible,incredible
@tomerben-arosh3023,1 month ago,"9:53 Amazing skills, but just for case you will get enough time to write the name with your finger with gentle moves on the flip board, you ask her to say the name again, even she already repeat it clear… How I know? 1. You take a long time from the moment between hearing the name and show the name. 2. You holding the board in very uncomfortable way, so the finger with the special ‘magic marker’ will be enough coverage to write on the board. 3. After you hear the name and acting like you didn’t hear, you start to talk nonsense to take the attention of the audience from focusing your finger carefully write movements, until you finished (as I say amazing skills..) 4. You keep saying that you don’t have any power, but you let the audience thinking like you are doing something with mind reading skills of 30 years and let them think like the never be able to do… so- like you said- you learn how the human brain think, and with simple opposite psychology, you let think you are maybe genius mind reading,  while you just a great stage charismatic funny performance with skills of a of doing a step by step tricking. 5. I know this old trick  so many variations with always old suspicious reveals after you hear the answer and have access and enough time with the reveal instrument before you show the perfect match to all the crowd. What about the great Alexander guy? You don’t need to write the name and all of that, because you just tell everyone you know him and he was planted in the crowd by asking him to say that is not…. (Again, opposite psychology… You kill for most of the crowd the first obvious thought by asking to say he don’t know even what he doing there, like a just random guy with glasses and accent.",amazing|skill|case|get|enough|time|write|name|finger|gentle|move|flip|board|ask|say|name|even|already|repeat|clear|know|take|long|time|moment|hearing|name|show|name|holding|board|uncomfortable|way|finger|special|magic|marker|enough|coverage|write|board|hear|name|acting|like|didnt|hear|start|talk|nonsense|take|attention|audience|focusing|finger|carefully|write|movement|finished|say|amazing|skill|keep|saying|dont|power|let|audience|thinking|like|something|mind|reading|skill|year|let|think|like|never|able|like|said|learn|human|brain|think|simple|opposite|psychology|let|think|maybe|genius|mind|reading|great|stage|charismatic|funny|performance|skill|step|step|tricking|know|old|trick|many|variation|always|old|suspicious|reveals|hear|answer|access|enough|time|reveal|instrument|show|perfect|match|crowd|great|alexander|guy|dont|need|write|name|tell|everyone|know|planted|crowd|asking|say|opposite|psychology|kill|crowd|first|obvious|thought|asking|say|dont|know|even|like|random|guy|glass|accent,amazing skill case get enough time write name finger gentle move flip board ask say name even already repeat clear know take long time moment hearing name show name holding board uncomfortable way finger special magic marker enough coverage write board hear name acting like didnt hear start talk nonsense take attention audience focusing finger carefully write movement finished say amazing skill keep saying dont power let audience thinking like something mind reading skill year let think like never able like said learn human brain think simple opposite psychology let think maybe genius mind reading great stage charismatic funny performance skill step step tricking know old trick many variation always old suspicious reveals hear answer access enough time reveal instrument show perfect match crowd great alexander guy dont need write name tell everyone know planted crowd asking say opposite psychology kill crowd first obvious thought asking say dont know even like random guy glass accent
@trickoholix,1 month ago,The trick with the last guy guessing removes all suspension of disbelief. At that point you know hes just using trickery like every other magician.,trick|last|guy|guessing|remove|suspension|disbelief|point|know|he|using|trickery|like|every|magician,trick last guy guessing remove suspension disbelief point know he using trickery like every magician
@pavleluger777,1 month ago,I would test it in another language! and in another country!,would|test|another|language|another|country,would test another language another country
@taylormadee5,1 month ago,"Watched this twice. He leads people to guess the person he wants them to guess by planting clues and observing things about them. For example, the woman who guessed Trevor Noah. He might’ve seen a micro expression when he said “comedian.” He also said the words “last one standing” when telling a story. Trevor Noah has a special called “Last One Laughing.” He also kept saying “he” and “his” leading her to name a guy. Trevor Noah also had a Netflix special before. Remember when Oz (the presenter) made a joke (that actually didn’t make much sense to me which was why it stood out) where he said “this isn’t Netflix”. And lastly, she had a shirt on that says “Africa”. My guess is that he chose her because of the shirt she was wearing to help clue him on how he could sway her.",watched|twice|lead|people|guess|person|want|guess|planting|clue|observing|thing|example|woman|guessed|trevor|noah|mightve|seen|micro|expression|said|comedian|also|said|word|last|one|standing|telling|story|trevor|noah|special|called|last|one|laughing|also|kept|saying|leading|name|guy|trevor|noah|also|netflix|special|remember|presenter|made|joke|actually|didnt|make|much|sense|stood|said|isnt|netflix|lastly|shirt|say|africa|guess|chose|shirt|wearing|help|clue|could|sway,watched twice lead people guess person want guess planting clue observing thing example woman guessed trevor noah mightve seen micro expression said comedian also said word last one standing telling story trevor noah special called last one laughing also kept saying leading name guy trevor noah also netflix special remember presenter made joke actually didnt make much sense stood said isnt netflix lastly shirt say africa guess chose shirt wearing help clue could sway
@amirabbaspour1296,1 month ago,"ok ,ted thinks we are stupid",ted|think|stupid,ted think stupid
@jakecan68,1 month ago,wait ! what???,wait,wait
@Home-h8m5d,1 month ago,Ashley look at me with the song.,ashley|look|song,ashley look song
@Basic1346,1 month ago,How 🤨🤨🤨,,
@BlunderBreathing,1 month ago,I was so disappointed in this whole video and I'm totally not satisfied. This would be the worst video I've watch so far. Completely wasted my time here.,disappointed|whole|video|totally|satisfied|would|worst|video|ive|watch|far|completely|wasted|time,disappointed whole video totally satisfied would worst video ive watch far completely wasted time
@sheannarratives,1 month ago,Unbelievable,unbelievable,unbelievable
@JonathanLangdale,1 month ago,"Horrible title. Literally explained nothing about ""how.""",horrible|title|literally|explained|nothing,horrible title literally explained nothing
@marcprimeau9987,1 month ago,He's a scam,he|scam,he scam
@360.Tapestry,1 month ago,"ok, i agree it's a trick... what's the trick???",agree|trick|whats|trick,agree trick whats trick
@ryuken1388,1 month ago,"Planted, dude. All of them. He is smart, but that’s all a trick. You can do what he’s saying when it comes to knowing people, but his examples were previously planted and in the audience. Been doing this for years, and you won’t get far without a plan ahead of time. Made you all a mark",planted|dude|smart|thats|trick|he|saying|come|knowing|people|example|previously|planted|audience|year|wont|get|far|without|plan|ahead|time|made|mark,planted dude smart thats trick he saying come knowing people example previously planted audience year wont get far without plan ahead time made mark
@TheBaxe,1 month ago,Definitely Jay Z,definitely|jay,definitely jay
@brendancharuhas6839,1 month ago,This screams fake,scream|fake,scream fake
@DrSuave-ly9ff,1 month ago,It worked from here too. my first thought for that guy was Barack Obama.,worked|first|thought|guy|barack|obama,worked first thought guy barack obama
@hamlet-javier,1 month ago,No way,way,way
@staminapromos,1 month ago,That question is frequently asked on all sorts of internet discussions and message groups. It wouldn't be much work to find out who is coming to your show and do a little digging to have the answer prepared. Deren Brown does the same thing but is honest that is a feat of memory.,question|frequently|asked|sort|internet|discussion|message|group|wouldnt|much|work|find|coming|show|little|digging|answer|prepared|deren|brown|thing|honest|feat|memory,question frequently asked sort internet discussion message group wouldnt much work find coming show little digging answer prepared deren brown thing honest feat memory
@ponponponkorin,1 month ago,Its obviously fake . Trust me,obviously|fake|trust,obviously fake trust
@MeyaScript,1 month ago,I love TED! i feel like having a book review New Yorkers! Just thinking which i should go for🥰 Should i go for @claritylibrary on mindset or audiobooks??,love|ted|feel|like|book|review|new|yorkers|thinking|claritylibrary|mindset|audiobooks,love ted feel like book review new yorkers thinking claritylibrary mindset audiobooks
@Zeezazz,1 month ago,Jesus Christ for Dinner,jesus|christ|dinner,jesus christ dinner
@Dada_nozal,1 month ago,tell me this wasn't staged!,tell|wasnt|staged,tell wasnt staged
@captainJJ-J,1 month ago,This content type of a show against its titling is allowed with TED...?🤔,content|type|show|titling|allowed|ted,content type show titling allowed ted
@dontalada1395,1 month ago,Anyone can read minds you just have to believe!! Don’t believe me? I have proof !!,anyone|read|mind|believe|dont|believe|proof,anyone read mind believe dont believe proof
@teejay3272,1 month ago,How many thought to themselves that Barack Obama was the answer? Because I don't think it was only me.,many|thought|barack|obama|answer|dont|think,many thought barack obama answer dont think
@kevcard1599,1 month ago,The biggest load of click bait bollocks ive ever heard,biggest|load|click|bait|bollock|ive|ever|heard,biggest load click bait bollock ive ever heard
@TheCruiseDog,1 month ago,"I don't believe this for a second. Remember, a magician's chief mission is to deceive you. They lie to you the minute they speak. They gain your trust and then they exploit it to their advantage. We are only fooled because we give them permission to fool us. It's fun, but it isn't real. Take it from me. I can fool people by tapping into their sense of wonder. I create magic because people want to believe in it. It's a game we play and both parties like to play it. This is not mind reading. This is a trick.",dont|believe|second|remember|magician|chief|mission|deceive|lie|minute|speak|gain|trust|exploit|advantage|fooled|give|permission|fool|fun|isnt|real|take|fool|people|tapping|sense|wonder|create|magic|people|want|believe|game|play|party|like|play|mind|reading|trick,dont believe second remember magician chief mission deceive lie minute speak gain trust exploit advantage fooled give permission fool fun isnt real take fool people tapping sense wonder create magic people want believe game play party like play mind reading trick
@JohnMichaelMiralles,1 month ago,So basically Patrick Jane,basically|patrick|jane,basically patrick jane
@-Hexag0n,1 month ago,Reminds me of Jordan Chase for some reason,reminds|jordan|chase|reason,reminds jordan chase reason
@TipTWhip,1 month ago,This stuff never works for me. I guess I'm on a different wavelength -- OR NOT A PART OF HIS ACT.,stuff|never|work|guess|different|wavelength|part|act,stuff never work guess different wavelength part act
@RandomVideos-zr6ne,1 month ago,How did I guess Obama too! 😮,guess|obama,guess obama
@gaddisonmail,1 month ago,"When someone says ""I actually have not."", they're lying...",someone|say|actually|theyre|lying,someone say actually theyre lying
@ssbeebs,1 month ago,FAKE ........................,fake,fake
@staycalmandcarryon6970,1 month ago,Bull!!!,bull,bull
@nextchapterwithletty,1 month ago,Jesus,jesus,jesus
@danielwaterman6582,1 month ago,"Totally set up beforehand. He is using slight of hand by proposing he doesn't get it right all the time. In fact, he get's it right when he wants to because he sets it up. Notice he did not ask for volunteers, he pointed out the people he wanted to participate. If you aks for volunteers you get people you can't 'read'. Oldest trick in the world.",totally|set|beforehand|using|slight|hand|proposing|doesnt|get|right|time|fact|get|right|want|set|notice|ask|volunteer|pointed|people|wanted|participate|ak|volunteer|get|people|cant|read|oldest|trick|world,totally set beforehand using slight hand proposing doesnt get right time fact get right want set notice ask volunteer pointed people wanted participate ak volunteer get people cant read oldest trick world
@onlineeducationnepal7842,1 month ago,Ted is woke,ted|woke,ted woke
@manik0707,1 month ago,Worst TED talk ever.,worst|ted|talk|ever,worst ted talk ever
@Pyanfar,1 month ago,I would have dinner with Jesus. And I believe I will.,would|dinner|jesus|believe,would dinner jesus believe
@zolejester2580,1 month ago,14 minutes wasted,minute|wasted,minute wasted
@RayyanSalah-y1r,1 month ago,The Science of deduction.,science|deduction,science deduction
@hasibulislam7381,1 month ago,Craziest part of this video I had a feeling someone picked Barrack Obama when Oz said the word “politician”. 😮,craziest|part|video|feeling|someone|picked|barrack|obama|said|word|politician,craziest part video feeling someone picked barrack obama said word politician
@MiaomiaoWangpianist,1 month ago,What in the..... Wow,wow,wow
@inorite4553,1 month ago,"And like that.....I wanted to have Dinner with Barack Obama too! My guess would be the crowd. Perhaps Tedtalks attracts more intellectuals, more well informed individuals, more empathetic people who want great things to happen for everyone.  Naturally, we didn't want to have dinner with trump 😂",like|thati|wanted|dinner|barack|obama|guess|would|crowd|perhaps|tedtalks|attracts|intellectual|well|informed|individual|empathetic|people|want|great|thing|happen|everyone|naturally|didnt|want|dinner|trump,like thati wanted dinner barack obama guess would crowd perhaps tedtalks attracts intellectual well informed individual empathetic people want great thing happen everyone naturally didnt want dinner trump
@RocioBarreto-c4d,1 month ago,Obama?? 🤮,obama,obama
@Dr.saghartaban,1 month ago,Poor wite can never tell man a simple lie,poor|wite|never|tell|man|simple|lie,poor wite never tell man simple lie
@haroldgoodman130,1 month ago,"Those criticizing cannot figure out his skill. You can't because he reads micro-markers, split second changes. Yes, he reads people. It is much easier to give your stupid ""explanations"" with your feeble minds. Pathetic.",criticizing|figure|skill|cant|read|micromarkers|split|second|change|yes|read|people|much|easier|give|stupid|explanation|feeble|mind|pathetic,criticizing figure skill cant read micromarkers split second change yes read people much easier give stupid explanation feeble mind pathetic
@Jerry-j5j8n,1 month ago,I was thinking of Jesus,thinking|jesus,thinking jesus
@SarahHutchison-e3j,1 month ago,I’m too lazy to do anything 🤖,lazy|anything,lazy anything
@Jdoc.Since94,1 month ago,I thought Jeff was having dinner with Jeff Bezos 😂,thought|jeff|dinner|jeff|bezos,thought jeff dinner jeff bezos
@natedoggschip,1 month ago,The sheer amount of bullshit this man spouts is crazy. Willing to lie to everyone for millions.,sheer|amount|bullshit|man|spout|crazy|willing|lie|everyone|million,sheer amount bullshit man spout crazy willing lie everyone million
@ShivrajKarkera91,1 month ago,I'm more concerned about who's gonna pay the bill,concerned|who|gon|pay|bill,concerned who gon pay bill
@kornaxon3522,1 month ago,I can't even read my own mind. 🥴,cant|even|read|mind,cant even read mind
@SYMBUSHIA,1 month ago,i can read eternities about the minds of people in the comments section,read|eternity|mind|people|comment|section,read eternity mind people comment section
@ValerieGonzalez,1 month ago,12:45 Maybe the only husband who is expected and actually able to read his wife’s mind.,maybe|husband|expected|actually|able|read|wife|mind,maybe husband expected actually able read wife mind
@mikemcfarthing3499,1 month ago,TED is super woke Obama wasn't a stretch.,ted|super|woke|obama|wasnt|stretch,ted super woke obama wasnt stretch
@KingWorriors,1 month ago,Hey after watching this I am now a magician in Las Vegas thank you,hey|watching|magician|la|vega|thank,hey watching magician la vega thank
@lethunkwanyanapoet9579,1 month ago,I was also thinking of Trevor Noah,also|thinking|trevor|noah,also thinking trevor noah
@henryyap3198,1 month ago,Oz can pretend to be a medium,pretend|medium,pretend medium
@ahsanrafi3969,1 month ago,"after watching this video I got this one that only our hand writing is not ugly,",watching|video|got|one|hand|writing|ugly,watching video got one hand writing ugly
@ashleyabigo,1 month ago,When he said my name “Ashley” i was just soo confused 😅😅😅😅 that got me each time.😂,said|name|ashley|soo|confused|got|time,said name ashley soo confused got time
@mechanixautorepair,1 month ago,"Ridiculous, that last trick just proved it's all a scam there was no mind reading involved and somehow the correct answer was written, just Google magic talk to text boards and you'll find the answer:)",ridiculous|last|trick|proved|scam|mind|reading|involved|somehow|correct|answer|written|google|magic|talk|text|board|youll|find|answer,ridiculous last trick proved scam mind reading involved somehow correct answer written google magic talk text board youll find answer
@techjectovist,1 month ago,Chris Traeger already taught me how to remember names.,chris|traeger|already|taught|remember|name,chris traeger already taught remember name
@bitukukuasukgremany3,1 month ago,TED talk on how to make you forget the answer you watched TED for.  The Art of Reading Minds,ted|talk|make|forget|answer|watched|ted|art|reading|mind,ted talk make forget answer watched ted art reading mind
@MrShack99,1 month ago,Total fraud,total|fraud,total fraud
@gatormccluskey3708,1 month ago,eh!,,
@shyamlynn243,1 month ago,Did it work for you guys? Can everyone read minds now? I cant it didn't work for me I want my money back.,work|guy|everyone|read|mind|cant|didnt|work|want|money|back,work guy everyone read mind cant didnt work want money back
@mehmetnadi8930,1 month ago,bro how??,bro,bro
@MaelinBhatt-c2w,1 month ago,He is the wizard of Oz.,wizard,wizard
@SurfsideRick,1 month ago,Why in the world would anybody pick Barack obama?,world|would|anybody|pick|barack|obama,world would anybody pick barack obama
@luisbarbosa8136,1 month ago,How The f*ck he did that??,fck,fck
@sigitganteng9246,1 month ago,"Baffled and doing standing applause 😅 but he didn't share the HOW, Ted",baffled|standing|applause|didnt|share|ted,baffled standing applause didnt share ted
@airmech5083,1 month ago,"Bro, im not Christian but imidately is think I wana have dinner with Jesus 😊",bro|christian|imidately|think|wana|dinner|jesus,bro christian imidately think wana dinner jesus
@MusicGunn,1 month ago,"Let me start off by saying that what Oz does is very impressive.  Also I admire the fact that he doesn't claim to have any supernatural abilities, unlike too many others that do and prey on vulnerable people.  However... He does not read people. at least in the way he describes it.  He has no special ability.  He knows the answers before hand, he cheats.  How?  I don't know and that is what makes it impressive.  I can guarantee that there are at least 2 people that do know and that is why he will never appear on Penn & Teller's Fool Us.  There are many video's on YouTube that tell you how he does these things, but if you enjoy his presentation, I would not recommend you watch them.  It will ruin the illusion and they are kind of boring anyway.",let|start|saying|impressive|also|admire|fact|doesnt|claim|supernatural|ability|unlike|many|others|prey|vulnerable|people|however|read|people|least|way|describes|special|ability|know|answer|hand|cheat|dont|know|make|impressive|guarantee|least|people|know|never|appear|penn|teller|fool|many|video|youtube|tell|thing|enjoy|presentation|would|recommend|watch|ruin|illusion|kind|boring|anyway,let start saying impressive also admire fact doesnt claim supernatural ability unlike many others prey vulnerable people however read people least way describes special ability know answer hand cheat dont know make impressive guarantee least people know never appear penn teller fool many video youtube tell thing enjoy presentation would recommend watch ruin illusion kind boring anyway
@goodtimes1890,1 month ago,wow,wow,wow
@ElConquistador73,1 month ago,"AGT did him a disservice. I should say America did, he is far more talented than that ventriloquist and that comedian.",agt|disservice|say|america|far|talented|ventriloquist|comedian,agt disservice say america far talented ventriloquist comedian
@joshuuuuuu3299,1 month ago,is this staged how did he know?,staged|know,staged know
@briandilorusjustin123,1 month ago,How’s the last trick even achievable 👀👏🏻,hows|last|trick|even|achievable,hows last trick even achievable
@shaswato,1 month ago,glad i ended up here,glad|ended,glad ended
@gogboonswang,1 month ago,"Of all the entertainment and learning online anywhere, Oz is #1 for me as of Dec 2025. Pure beastmode man.",entertainment|learning|online|anywhere|dec|pure|beastmode|man,entertainment learning online anywhere dec pure beastmode man
@stockmann17,1 month ago,I dont believe.....,dont|believe,dont believe
@antaryami00333,1 month ago,4:13 bro wtf even I thought about alexander 😶,bro|wtf|even|thought|alexander,bro wtf even thought alexander
@GTARC-2023,1 month ago,First name that came to my head was Barack Obama!,first|name|came|head|barack|obama,first name came head barack obama
@liamneil831,1 month ago,All depends on who's paying the bill and where we're eating! 😂,depends|who|paying|bill|eating,depends who paying bill eating
@NeuroCharmlove,1 month ago,OH I HAVE THE SAME TOPIC IN MY CHANNEL,topic|channel,topic channel
@Wevanger,1 month ago,How da heck did Bread guess its Barack Obama?,heck|bread|guess|barack|obama,heck bread guess barack obama
@vikneswaransuryanarayanan2944,1 month ago,Unbelievable,unbelievable,unbelievable
@MB-wj5us,1 month ago,Two really huge errors were made on this video….sorry bud but you didn’t write Trevor Noah because u wrote about 5 letters. Second the black lady didn’t run in fear of voodoo,two|really|huge|error|made|videosorry|bud|didnt|write|trevor|noah|wrote|letter|second|black|lady|didnt|run|fear|voodoo,two really huge error made videosorry bud didnt write trevor noah wrote letter second black lady didnt run fear voodoo
@DARKEMERALDFLAME,1 month ago,Christopher Hitchens.,christopher|hitchens,christopher hitchens
@CharlesWhite-fl8ye,1 month ago,"BS, this is classic hypnosis guys.",classic|hypnosis|guy,classic hypnosis guy
@EMFObserver,1 month ago,"Magic doesn’t exist and the probability of guessing each correct out of only 50 commonly chosen celebrities is 0.0008% which means something else is going on here, if the people are seemingly unknown to him he might have had someone follow them at an earlier date and suggest something to them or speak to them for information but there’s no way this is clean and on the spot. Virtually impossible.",magic|doesnt|exist|probability|guessing|correct|commonly|chosen|celebrity|mean|something|else|going|people|seemingly|unknown|might|someone|follow|earlier|date|suggest|something|speak|information|there|way|clean|spot|virtually|impossible,magic doesnt exist probability guessing correct commonly chosen celebrity mean something else going people seemingly unknown might someone follow earlier date suggest something speak information there way clean spot virtually impossible
@Jorgerome9557,1 month ago,They'll let just about anyone to do TED.,theyll|let|anyone|ted,theyll let anyone ted
@VWnepal,1 month ago,Paid artists vibes,paid|artist|vibe,paid artist vibe
@freshykctube4886,1 month ago,You can’t convince me his act isn’t scripted.,cant|convince|act|isnt|scripted,cant convince act isnt scripted
@A2A-JR,1 month ago,"I actually also thought of Barack Obama — and I’m definitely not “in on it,” nor am I superstitious. 😅 When that Obama thought popped into my mind, I rewatched the moment a few times. It seems like the guy is doing some very subtle mind-steering. He repeats phrases like “big clap” and “over your head.” The sounds in those phrases are surprisingly similar to Ba-rack and O-ba-ma — same starting letters, similar syllable rhythm, almost the same cadence. I think this could subconsciously push many people toward thinking of “Barack Obama.”",actually|also|thought|barack|obama|definitely|superstitious|obama|thought|popped|mind|rewatched|moment|time|seems|like|guy|subtle|mindsteering|repeat|phrase|like|big|clap|head|sound|phrase|surprisingly|similar|barack|obama|starting|letter|similar|syllable|rhythm|almost|cadence|think|could|subconsciously|push|many|people|toward|thinking|barack|obama,actually also thought barack obama definitely superstitious obama thought popped mind rewatched moment time seems like guy subtle mindsteering repeat phrase like big clap head sound phrase surprisingly similar barack obama starting letter similar syllable rhythm almost cadence think could subconsciously push many people toward thinking barack obama
@user-dn7jn1cl5k,1 month ago,Nvm how he did it but how did the last guy do it? 😮,nvm|last|guy,nvm last guy
@MetroidPurples,1 month ago,More like “The Art of Lying and Deception”,like|art|lying|deception,like art lying deception
@Ineverywhisper,1 month ago,Oz is a charlatan and definitely not the best mind reader.  What a joke.  King of preshow 😂😂😂😂,charlatan|definitely|best|mind|reader|joke|king|preshow,charlatan definitely best mind reader joke king preshow
@shleffy,1 month ago,thanks for this awesome entertainment TED.,thanks|awesome|entertainment|ted,thanks awesome entertainment ted
@786.usmansaeed,1 month ago,"OMG, how did he do?????",omg,omg
@ncromos,1 month ago,"Like most of these talks, a masterclass. In pandering",like|talk|masterclass|pandering,like talk masterclass pandering
@ghanemm6069,1 month ago,He works with jinn. But in professional way. He screwed it up with using the other man to guess the Barack Obama name. Clearly supernatural whispers that he mixes with an art of a ‘mentalist’. Been there. Same way soothsayers and magicians of the past operated,work|jinni|professional|way|screwed|using|man|guess|barack|obama|name|clearly|supernatural|whisper|mix|art|mentalist|way|soothsayer|magician|past|operated,work jinni professional way screwed using man guess barack obama name clearly supernatural whisper mix art mentalist way soothsayer magician past operated
@lavanyabalaji171,1 month ago,Any body is there house is with out leadership,body|house|leadership,body house leadership
@atharv_rege5869,1 month ago,what if someone thinks of someone who you have never heard before of ?,someone|think|someone|never|heard,someone think someone never heard
@uneuphor1c,1 month ago,Are we all just ignore the fact that random guy immediately guessed who the audience member was thinking of having dinner with?,ignore|fact|random|guy|immediately|guessed|audience|member|thinking|dinner,ignore fact random guy immediately guessed audience member thinking dinner
